Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Name,Industry,RS,150MA,MA150_Slope
2021-10-28,47.009998,48.0,44.48,46.400002,46.400002,18618900,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-10-29,46.0,49.48,45.610001,48.740002,48.740002,4639400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-01,54.27,59.990002,53.060001,53.869999,53.869999,9946500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-02,57.507999,58.615002,55.0,56.419998,56.419998,4122500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-03,57.0,59.380001,56.169998,59.0,59.0,2642300,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-04,60.349998,65.739998,60.349998,62.68,62.68,3985400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-05,65.0,66.0,56.16,63.630001,63.630001,4222100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-08,62.810001,62.970001,58.817001,59.360001,59.360001,3012100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-09,58.977001,61.116001,56.869999,59.830002,59.830002,1947200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-10,59.0,59.810001,56.93,57.720001,57.720001,1543700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-11,58.73,59.66,55.049999,56.189999,56.189999,1762700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-12,55.630001,56.349998,53.25,55.959999,55.959999,1703200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-15,55.689999,60.119999,53.849998,59.599998,59.599998,1430500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-16,59.130001,62.77,57.700001,61.669998,61.669998,1136900,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-17,61.98,64.165001,61.5,62.700001,62.700001,1432800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-18,67.389999,67.389999,63.5,64.269997,64.269997,2831800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-19,66.010002,67.900002,61.700001,62.110001,62.110001,2389400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-22,66.139999,68.190002,62.599998,63.990002,63.990002,4244800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-23,64.059998,64.779999,61.611,63.779999,63.779999,1562000,GFS,Globalfoundries Inc,반도체 및 반도체 장비,,,
2021-11-24,63.869999,69.573997,62.330002,68.970001,68.970001,1998400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,15.501605102103145,,
2021-11-26,65.57,69.389999,64.750999,67.290001,67.290001,1454300,GFS,Globalfoundries Inc,반도체 및 반도체 장비,13.27923056459257,,
2021-11-29,68.962997,73.252998,68.796997,70.540001,70.540001,3822400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,15.168093010285656,,
2021-11-30,71.0,71.459999,64.220001,69.239998,69.239998,3490800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,13.724498227505478,,
2021-12-01,72.0,72.476997,66.059998,66.260002,66.260002,3172700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,9.108989390516209,,
2021-12-02,65.449997,67.18,62.439999,65.809998,65.809998,1914800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,6.173229619888265,,
2021-12-03,65.32,69.389999,63.599998,69.029999,69.029999,1916500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,11.568543851658465,,
2021-12-06,67.809998,67.959999,63.794998,64.919998,64.919998,2775700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,3.4840740763519173,,
2021-12-07,66.019997,70.639999,66.019997,67.860001,67.860001,2769400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,5.261901633457011,,
2021-12-08,68.029999,68.099998,64.800003,65.769997,65.769997,1785200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,1.2570777659554278,,
2021-12-09,66.160004,67.449997,63.139999,63.700001,63.700001,1505400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-1.6568013167458484,,
2021-12-10,65.099998,65.859001,61.189999,63.830002,63.830002,1881500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-2.8991315205214363,,
2021-12-13,63.994999,65.279999,60.841,61.209999,61.209999,1324800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-6.41529879776469,,
2021-12-14,60.546001,61.369999,58.610001,60.139999,60.139999,1377400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-7.441836848992434,,
2021-12-15,60.630001,61.18,57.439999,60.970001,60.970001,1854100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-7.616641777895161,,
2021-12-16,61.639999,62.549999,59.779999,60.66,60.66,2031300,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-7.1498470413326025,,
2021-12-17,59.099998,60.400002,56.200001,60.0,60.0,5666900,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-6.980747061391246,,
2021-12-20,58.508999,60.130001,56.599998,59.900002,59.900002,2706600,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-6.0297915518449425,,
2021-12-21,60.580002,62.450001,59.75,62.240002,62.240002,2132300,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-3.9689459067024146,,
2021-12-22,62.152,62.450001,60.529999,62.43,62.43,840500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-4.542289788908538,,
2021-12-23,62.279999,63.869999,61.0,61.709999,61.709999,751200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-5.680964969134427,,
2021-12-27,62.0,64.389999,61.630001,64.0,64.0,756200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-3.065365665372699,,
2021-12-28,64.769997,67.474998,64.050003,65.379997,65.379997,1039000,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-0.3351693194769356,,
2021-12-29,65.269997,66.330002,63.049999,63.799999,63.799999,734400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-2.219927539821953,,
2021-12-30,64.0,65.360001,63.43,64.489998,64.489998,1051100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-0.4320696588068773,,
2021-12-31,64.489998,65.550003,63.77,64.970001,64.970001,866100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,0.8509226305152273,,
2022-01-03,65.089996,67.389999,64.349998,66.730003,66.730003,1766500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,3.4234712844576576,,
2022-01-04,67.32,69.339996,63.91,65.709999,65.709999,1988400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,2.0701255584557154,,
2022-01-05,64.629997,66.120003,62.259998,62.549999,62.549999,1907400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-0.482620144639323,,
2022-01-06,62.139999,63.470001,60.25,61.509998,61.509998,1155500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-1.7151158249665177,,
2022-01-07,61.110001,61.700001,58.310001,60.009998,60.009998,1175800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-3.425978433453558,,
2022-01-10,58.779999,59.880001,56.189999,59.759998,59.759998,1610400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-3.41675198125706,,
2022-01-11,59.759998,62.48,58.799999,62.139999,62.139999,1118100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-0.5098452006741749,,
2022-01-12,62.964001,64.097,61.209999,62.049999,62.049999,790600,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-0.9894156582836322,,
2022-01-13,63.099998,63.369999,59.150002,59.349998,59.349998,1739700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-3.8544313623722015,,
2022-01-14,59.0,60.200001,57.259998,59.599998,59.599998,910300,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-3.451623264228987,,
2022-01-18,58.77,59.970001,57.529999,57.939999,57.939999,1428000,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-4.26443306291252,,
2022-01-19,58.029999,58.43,55.73,56.669998,56.669998,3384700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-5.227887998413272,,
2022-01-20,57.119999,57.669998,53.509998,53.529999,53.529999,2321500,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-8.981201729686461,,
2022-01-21,52.09,52.5,49.459999,51.25,51.25,4229100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-10.619424232627106,,
2022-01-24,48.0,50.529999,45.669998,50.439999,50.439999,3712700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-11.726523865632144,,
2022-01-25,48.560001,49.110001,46.709999,46.869999,46.869999,2295800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-16.122270079902112,,
2022-01-26,49.490002,51.169998,47.23,47.599998,47.599998,2929200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-13.774980737178932,,
2022-01-27,49.0,49.77,43.919998,44.709999,44.709999,5039400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-17.60526933994535,,
2022-01-28,44.709999,46.580002,43.59,46.09,46.09,2978200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-16.044941588950834,,
2022-01-31,46.34,49.490002,45.959999,49.34,49.34,1914200,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-10.817170594474613,,
2022-02-01,49.830002,50.720001,49.458,50.09,50.09,1587000,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-9.003640360229726,,
2022-02-02,51.880001,51.880001,49.599998,50.349998,50.349998,1592300,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-8.349172354080869,,
2022-02-03,49.0,50.939999,48.650002,49.34,49.34,1940900,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-7.054304738618622,,
2022-02-04,49.41,52.299999,48.700001,52.07,52.07,2250600,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-1.781706102641456,,
2022-02-07,52.700001,55.599998,52.209999,54.490002,54.490002,3346900,GFS,Globalfoundries Inc,반도체 및 반도체 장비,3.4628696203246268,,
2022-02-08,53.799999,56.469002,53.417999,56.049999,56.049999,3659100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,5.718077883965944,,
2022-02-09,58.529999,58.529999,52.619999,57.0,57.0,6095600,GFS,Globalfoundries Inc,반도체 및 반도체 장비,6.315442260376192,,
2022-02-10,56.029999,60.990002,54.509998,57.790001,57.790001,3414000,GFS,Globalfoundries Inc,반도체 및 반도체 장비,9.917736516609477,,
2022-02-11,57.68,58.689999,53.360001,53.48,53.48,3109900,GFS,Globalfoundries Inc,반도체 및 반도체 장비,3.969900593078801,,
2022-02-14,53.147999,55.439999,53.029999,54.470001,54.470001,1567700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,6.4889868600859435,,
2022-02-15,55.369999,55.950001,52.310001,55.169998,55.169998,2983400,GFS,Globalfoundries Inc,반도체 및 반도체 장비,6.329405399339905,,
2022-02-16,54.959999,54.959999,51.715,52.93,52.93,2309600,GFS,Globalfoundries Inc,반도체 및 반도체 장비,2.2194538587100743,,
2022-02-17,52.029999,52.48,48.470001,48.950001,48.950001,2529700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-3.1011013628896023,,
2022-02-18,49.009998,51.23,48.5,49.709999,49.709999,2917100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-0.7906276615605501,,
2022-02-22,49.709999,50.82,47.740002,49.330002,49.330002,1577700,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-0.5497359647880673,,
2022-02-23,49.880001,50.790001,47.66,47.950001,47.950001,1239800,GFS,Globalfoundries Inc,반도체 및 반도체 장비,-1.769656448250545,,
2022-02-24,45.939999,54.810001,45.939999,54.799999,54.799999,5208300,GFS,Globalfoundries Inc,반도체 및 반도체 장비,9.737299305912428,,
2022-02-25,54.040001,57.040001,52.48,57.029999,57.029999,4204100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,10.436286851096055,,
2022-02-28,55.779999,60.880001,55.41,60.779999,60.779999,3105900,GFS,Globalfoundries Inc,반도체 및 반도체 장비,16.26058676437532,,
2022-03-01,60.5,60.639999,57.599998,58.220001,58.220001,1800100,GFS,Globalfoundries Inc,반도체 및 반도체 장비,11.900187845431564,,
2022-03-02,58.310001,59.830002,57.650002,59.599998,59.599998,916600,GFS,Globalfoundries Inc,반도체 및 반도체 장비,11.27270745299349,,
