Date,Symbol,Name,Industry,Open,High,Low,Close,Adj Close,Volume,RS,50MA,150MA,200MA,MA150_Slope,MA200_Slope,ATR,TC,ATC,TRS,ATRS,ATRS150,IsOriginData_NaN
2018-03-19,PKG,Packaging Corp of America,용기 및 포장,118.300003,118.980003,115.959999,116.660004,100.495461,1034000.0,,,,,,,,,,,,,False
2018-03-20,PKG,Packaging Corp of America,용기 및 포장,117.150002,117.660004,115.419998,116.510002,100.366226,714400.0,,,,,,,,,,,,,False
2018-03-21,PKG,Packaging Corp of America,용기 및 포장,116.510002,119.059998,115.739998,117.650002,101.348251,558500.0,,,,,,,,,,,,,False
2018-03-22,PKG,Packaging Corp of America,용기 및 포장,116.300003,116.849998,112.910004,112.980003,97.325378,646000.0,,,,,,,,,,,,,False
2018-03-23,PKG,Packaging Corp of America,용기 및 포장,113.32,113.32,109.040001,109.199997,94.069115,742500.0,,,,,,,,,,,,,False
2018-03-26,PKG,Packaging Corp of America,용기 및 포장,109.349998,114.5,109.349998,114.339996,98.496902,1142300.0,,,,,,,,,,,,,False
2018-03-27,PKG,Packaging Corp of America,용기 및 포장,115.029999,115.029999,111.769997,112.32,96.75679,661400.0,,,,,,,,,,,,,False
2018-03-28,PKG,Packaging Corp of America,용기 및 포장,112.620003,113.129997,110.879997,111.18,95.774757,721500.0,,,,,,,,,,,,,False
2018-03-29,PKG,Packaging Corp of America,용기 및 포장,112.050003,113.839996,111.449997,112.699997,97.084145,676200.0,,,,,,,,,,,,,False
2018-04-02,PKG,Packaging Corp of America,용기 및 포장,111.910004,112.839996,107.959999,109.93,94.697968,974000.0,,,,,,,,,,,,,False
2018-04-03,PKG,Packaging Corp of America,용기 및 포장,110.230003,112.239998,109.699997,111.900002,96.395004,693900.0,,,,,,,,,,,,,False
2018-04-04,PKG,Packaging Corp of America,용기 및 포장,110.150002,112.690002,109.650002,112.32,96.75679,574700.0,,,,,,,,,,,,,False
2018-04-05,PKG,Packaging Corp of America,용기 및 포장,113.260002,114.379997,112.980003,113.160004,97.480415,750600.0,,,,,,,,,,,,,False
2018-04-06,PKG,Packaging Corp of America,용기 및 포장,111.910004,112.370003,109.419998,110.139999,94.878868,594300.0,,,,,,,,,,,,,False
2018-04-09,PKG,Packaging Corp of America,용기 및 포장,110.860001,112.830002,110.279999,111.040001,95.654144,716100.0,,,,,,,3.357143428571427,0.2680856564960588,,0.1142949663915758,,,False
2018-04-10,PKG,Packaging Corp of America,용기 및 포장,112.519997,114.599998,112.010002,113.800003,98.031731,502600.0,,,,,,,3.4514284999999987,0.7996694701918354,,0.061668632892726505,,,False
2018-04-11,PKG,Packaging Corp of America,용기 및 포장,112.879997,113.519997,111.589996,112.68,97.066917,348600.0,,,,,,,3.372143285714285,-0.33213387009524975,,-0.08211263034485988,,,False
2018-04-12,PKG,Packaging Corp of America,용기 및 포장,113.269997,113.980003,112.849998,113.370003,97.661316,576200.0,,,,,,,3.126429357142856,0.22070001307515927,,-0.1684822297001454,,,False
2018-04-13,PKG,Packaging Corp of America,용기 및 포장,114.209999,114.279999,112.980003,113.540001,97.807762,350200.0,,,,,,,2.913572,0.05834693633794077,,0.2023455913272193,,,False
2018-04-16,PKG,Packaging Corp of America,용기 및 포장,114.519997,115.169998,113.599998,113.919998,98.135101,544700.0,-0.36988950689050837,,,,,,2.6514287142857142,0.14331782632985965,,-0.2845915213042508,,,False
2018-04-17,PKG,Packaging Corp of America,용기 및 포장,114.620003,116.18,114.0,115.910004,99.849365,614000.0,0.3214992372818859,,,,,,2.5800001428571426,0.7713201123300025,,0.16715542995806443,,,False
2018-04-18,PKG,Packaging Corp of America,용기 및 포장,116.580002,117.360001,115.669998,116.18,100.081947,507200.0,0.47052895302903686,,,,,,2.540000357142856,0.10629762284904311,,0.056756883744119496,,,False
2018-04-19,PKG,Packaging Corp of America,용기 및 포장,116.089996,116.800003,115.290001,116.190002,100.090576,524200.0,1.086176933417038,,,,,,2.4578579285714284,0.004069397129806234,,0.36090831350928393,,,False
2018-04-20,PKG,Packaging Corp of America,용기 및 포장,116.410004,116.919998,115.550003,116.129997,100.038879,672300.0,1.8136593917841282,,,,,,2.2071435,-0.027186723473124362,,0.5529813602669316,,,False
2018-04-23,PKG,Packaging Corp of America,용기 및 포장,116.300003,117.449997,116.300003,117.309998,101.055382,886000.0,2.6332549746354905,,,,,,2.1200005714285703,0.5566040952549565,,0.5526822999259813,,,False
2018-04-24,PKG,Packaging Corp of America,용기 및 포장,118.129997,118.620003,112.559998,114.0,98.20401,998100.0,1.059017935125084,,,,,,2.335715214285713,-1.4171239626112664,,-0.4660820503825305,,,False
2018-04-25,PKG,Packaging Corp of America,용기 및 포장,114.839996,118.349998,112.620003,117.910004,101.572235,1513800.0,4.129012075208882,,,,,,2.5978579285714267,1.50508769436446,,1.3775340419031914,,,False
2018-04-26,PKG,Packaging Corp of America,용기 및 포장,118.230003,118.699997,116.709999,117.199997,100.960632,1023900.0,2.2822617444975046,,,,,,2.472857357142856,-0.28712007910571435,0.1692810135052691,-1.0712256201315076,0.09813096200398568,,False
2018-04-27,PKG,Packaging Corp of America,용기 및 포장,117.019997,117.529999,115.629997,116.300003,100.185326,953300.0,1.279705113558971,,,,,,2.416428714285714,-0.37244798271072804,0.12352861070478431,-0.46264619871837054,0.05692087878184666,,False
